epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1340.66,0.79063,0.67869,1.06964,0.94564,0.86783,0.97814,0.79188,0.79437,0.82531,1.09892,0.000733895,0.000733895,0.000733895
26,1392.81,0.80829,0.66776,1.09202,0.93072,0.93732,0.995,0.79622,0.8096,0.7323,1.09034,0.000718182,0.000718182,0.000718182
27,1445.18,0.84398,0.65253,1.08116,0.96883,0.99208,0.995,0.78996,0.8822,0.65925,1.15193,0.000702469,0.000702469,0.000702469
28,1497.09,0.82837,0.58875,1.0615,0.98855,1,0.995,0.82944,0.75014,0.43169,1.04329,0.000686757,0.000686757,0.000686757
29,1548.66,0.7973,0.57959,1.06935,0.96973,0.96084,0.994,0.80694,0.85349,0.5641,1.09354,0.000671044,0.000671044,0.000671044
30,1600.51,0.74659,0.54553,1.04552,0.8579,0.96811,0.9729,0.79538,0.803,0.74594,1.07952,0.000655331,0.000655331,0.000655331
31,1652.35,0.75537,0.58453,1.05178,0.98015,0.87105,0.98514,0.82444,0.76766,0.65984,1.05204,0.000639619,0.000639619,0.000639619
32,1704.26,0.78887,0.6198,1.0659,0.97154,0.98599,0.995,0.8063,0.83142,0.51419,1.07812,0.000623906,0.000623906,0.000623906
33,1756.34,0.75947,0.54095,1.01705,0.98138,0.98421,0.995,0.80046,0.82268,0.46641,1.10923,0.000608193,0.000608193,0.000608193
34,1963.33,0.77312,0.56823,1.02678,0.9737,0.94861,0.995,0.80855,0.77444,0.48211,1.07888,0.00059248,0.00059248,0.00059248
35,2019.7,0.73794,0.54576,1.02307,0.96397,0.9677,0.995,0.80408,0.81287,0.46741,1.06501,0.000576768,0.000576768,0.000576768
36,2073.89,0.67414,0.5056,0.99291,0.96719,0.92475,0.98564,0.81049,0.79335,0.51418,1.04245,0.000561055,0.000561055,0.000561055
37,2128.31,0.72039,0.50361,1.01078,0.89436,0.9084,0.96597,0.77069,0.82552,0.65929,1.07453,0.000545342,0.000545342,0.000545342
38,2182.27,0.72386,0.50236,1.04322,0.9428,0.95875,0.99171,0.80783,0.80311,0.48843,1.06366,0.00052963,0.00052963,0.00052963
39,2236.49,0.71548,0.49766,1.02331,0.98308,0.99478,0.995,0.81444,0.77001,0.39908,1.03744,0.000513917,0.000513917,0.000513917
40,2291.27,0.72949,0.49942,1.0225,0.91994,0.92402,0.97746,0.81271,0.73043,0.55776,1.02595,0.000498204,0.000498204,0.000498204
41,2345.32,0.72907,0.49359,1.02635,0.98826,0.955,0.995,0.81142,0.81337,0.43758,1.10232,0.000482491,0.000482491,0.000482491
42,2399.56,0.70984,0.48867,1.01212,0.99071,0.95556,0.995,0.79088,0.8667,0.48221,1.12309,0.000466779,0.000466779,0.000466779
43,2453.71,0.77698,0.55344,1.09617,0.98729,0.95688,0.995,0.79228,0.84975,0.45335,1.08804,0.000451066,0.000451066,0.000451066
44,2508.44,0.71256,0.50129,1.02311,0.96676,0.97152,0.995,0.80211,0.83255,0.42555,1.06385,0.000435353,0.000435353,0.000435353
45,2562.98,0.63868,0.44751,0.97353,0.8964,0.98932,0.995,0.82365,0.75866,0.48042,1.02749,0.000419641,0.000419641,0.000419641
46,2617.14,0.6469,0.45854,0.98025,0.92898,0.97562,0.995,0.83085,0.75318,0.44857,1.02442,0.000403928,0.000403928,0.000403928
47,2671.39,0.69786,0.48229,1.00662,0.96965,0.98621,0.995,0.8065,0.76068,0.41825,1.0306,0.000388215,0.000388215,0.000388215
48,2725.94,0.68605,0.46602,1.00838,0.98181,0.97211,0.995,0.81371,0.76572,0.41604,1.03298,0.000372502,0.000372502,0.000372502
49,2780.59,0.74206,0.49229,1.04232,0.97477,0.95434,0.99271,0.83225,0.74465,0.43074,1.02317,0.00035679,0.00035679,0.00035679
50,2835.09,0.63158,0.44714,0.97228,0.96576,0.98711,0.995,0.83492,0.7302,0.39687,1.02184,0.000341077,0.000341077,0.000341077
51,2889.83,0.60823,0.41189,0.96373,0.98697,1,0.995,0.82882,0.73303,0.34164,1.02558,0.000325364,0.000325364,0.000325364
52,2944.11,0.65622,0.41571,1.01064,0.99058,1,0.995,0.8193,0.77151,0.35028,1.04843,0.000309652,0.000309652,0.000309652
53,2998.27,0.58188,0.39242,0.96885,0.98583,0.99748,0.995,0.82107,0.74424,0.35715,1.02622,0.000293939,0.000293939,0.000293939
54,3052.78,0.62488,0.41617,0.97935,0.98761,0.99931,0.995,0.83095,0.74445,0.35472,1.01989,0.000278226,0.000278226,0.000278226
55,3105.54,0.59409,0.3695,0.96237,0.98921,1,0.995,0.83928,0.7282,0.33896,1.01143,0.000262513,0.000262513,0.000262513
56,3157.25,0.62732,0.39478,0.98458,0.99176,1,0.995,0.84251,0.71931,0.33892,1.00584,0.000246801,0.000246801,0.000246801
57,3208.4,0.56398,0.37307,0.96246,0.99213,1,0.995,0.83815,0.7292,0.35007,1.01836,0.000231088,0.000231088,0.000231088
58,3259.58,0.6126,0.38384,0.97403,0.99027,1,0.995,0.83323,0.73351,0.34131,1.02776,0.000215375,0.000215375,0.000215375
59,3310.51,0.6098,0.38692,0.95269,0.98952,1,0.995,0.83648,0.77107,0.33877,1.05095,0.000199663,0.000199663,0.000199663
60,3361.64,0.59801,0.36728,0.96736,0.98309,0.99822,0.995,0.83621,0.73546,0.33129,1.00955,0.00018395,0.00018395,0.00018395
61,3413.18,0.50115,0.32039,0.91497,0.98623,0.97909,0.995,0.8264,0.76236,0.35139,1.02156,0.000168237,0.000168237,0.000168237
62,3464.2,0.47601,0.31269,0.8974,0.98687,1,0.995,0.81545,0.83172,0.3606,1.06274,0.000152524,0.000152524,0.000152524
63,3515.34,0.47616,0.30691,0.8926,0.9854,0.99985,0.995,0.81485,0.83661,0.36231,1.06214,0.000136812,0.000136812,0.000136812
64,3566.22,0.4671,0.2859,0.91064,0.97861,0.99717,0.995,0.81522,0.79315,0.35805,1.03577,0.000121099,0.000121099,0.000121099
65,3616.65,0.45054,0.28028,0.89723,0.98555,0.99745,0.995,0.81535,0.78362,0.3654,1.03437,0.000105386,0.000105386,0.000105386
66,3667.33,0.45634,0.287,0.88623,0.98506,1,0.995,0.81737,0.789,0.37812,1.04108,8.96736e-05,8.96736e-05,8.96736e-05
67,3717.72,0.45828,0.27263,0.92065,0.98657,1,0.995,0.81435,0.78788,0.37464,1.04115,7.39609e-05,7.39609e-05,7.39609e-05
68,3768.38,0.44239,0.26626,0.88842,0.98657,1,0.995,0.82098,0.77516,0.36302,1.03505,5.82481e-05,5.82481e-05,5.82481e-05
69,3819.24,0.44911,0.26614,0.88974,0.98695,1,0.995,0.8239,0.76804,0.35207,1.03045,4.25354e-05,4.25354e-05,4.25354e-05
70,3869.94,0.44205,0.26281,0.85753,0.98562,1,0.995,0.82312,0.76325,0.35187,1.02868,2.68227e-05,2.68227e-05,2.68227e-05
